product_name,product_image,product_rating,no_of_review,min_price,max_price,price,currency
"NIDOO 17.3 Inch Laptop Sleeve Bag Notebook Carrying Handbag Computer Case Compatible with 17.3"" HP Gaming Pavilion 17 / Lenovo Legion 5 Gen 6 Y540 / Acer Chromebook 317 / Dell Inspiron 17 / G7 17",https://m.media-amazon.com/images/I/915+2oV8o7L._AC_UY218_.jpg,4.7,1897.0,18.99,18.99,18.99,USD
"2022 Lenovo Legion 5 Gaming 15.6"" FHD 165Hz Laptop Computer, AMD R7-5800H (Beats i7-10750H), 16GB RAM, 512GB PCIe SSD, Backlit Keyboard, GeForce RTX 3060 Graphics, Windows 11, 32GB USB Card",https://m.media-amazon.com/images/I/511wMuadmIL._AC_UL320_.jpg,4.6,2143.0,1449.0,1449.0,1449.0,USD
"Lenovo IdeaPad 3 15 15.6"" Touchscreen Windows 10 Pro S Business Laptop, Intel Core i3-1115G4 (Beat i5-8365U), 12GB DDR4 RAM, 512GB PCIe SSD, 802.11AC WiFi, Bluetooth 5.0, Almond, 64GB Flash Stylus",https://m.media-amazon.com/images/I/81RyZ96jH4L._AC_UL320_.jpg,4.5,119.0,669.0,669.0,669.0,USD
"2021 ASUS ROG Strix G17 17.3"" FHD 144Hz Gaming Laptop Computer, AMD Ryzen 7-4800H 8-core, 64GB RAM, 2TB PCIe SSD, Backlit Keyboard, NVIDIA GeForce RTX 3060 Graphics, Windows 10, Gray, 32GB USB Card",https://m.media-amazon.com/images/I/61YWSd07WVL._AC_UL320_.jpg,4.3,156.0,1899.0,1899.0,1899.0,USD
"[Windows 11 Pro] HP 15 15.6"" FHD Business Laptop, Hexa-Core AMD Ryzen 5 5500U (Beat i5-1135G7), 8GB DDR4 RAM, 256GB PCIe SSD, 802.11AC WiFi, Bluetooth 4.2, HDMI, Type-C, Spruce Blue, 64GB Flash Drive",https://m.media-amazon.com/images/I/71SKaCX3H0L._AC_UL320_.jpg,4.4,160.0,619.0,619.0,619.0,USD
"ASUS VivoBook 15 Laptop 15.6"" FHD Touchscreen, Intel Core i3-1115G4 (Beat i5-845U), 20GB DDR4 RAM, 2TB PCIe SSD, 802.11AC WiFi, Backlit KB, Fingerprint Reader, Gray, Windows 10 S, 64GB Flash Drive",https://m.media-amazon.com/images/I/71H3UOsBKvL._AC_UL320_.jpg,4.4,113.0,779.0,779.0,779.0,USD
"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",https://m.media-amazon.com/images/I/71hhgeQCrOL._AC_UL640_QL65_.jpg,4.3,803.0,264.0,264.0,264.0,USD
"TECLAST 15.6 Inch Laptop Computer, 1920x1080 IPS Display, 8GB RAM 256GB SSD Windows 10 Laptop, Intel N4120 Quad-Core Processor Notebook PC, Support WiFi, Bluetooth, Numpad, Fast Charge, HDMI",https://m.media-amazon.com/images/I/91crN8K4G1L._AC_UL640_QL65_.jpg,4.0,56.0,349.99,349.99,349.99,USD
"Laptop Stands, SweeHo Portable Foldable Laptop Holder, Ergonomic Laptop Stand Adjustable Height 6 Angles , Aluminum Alloy MacBook Stand for Desk, Best Gifts for Valentine's Day (Black)",https://m.media-amazon.com/images/I/71z70NztRbL._AC_UY218_.jpg,4.4,112.0,10.99,10.99,10.99,USD
"Lenovo Legion 5 15.6-inch FHD 120Hz Gaming Laptop PC, Intel Hexa-Core i7-10750H, Nvidia GTX 1650Ti, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Windows 10 Home 64 bit, Black",https://m.media-amazon.com/images/I/51BBcVqu27L._AC_UY218_.jpg,5.0,8.0,975.0,975.0,975.0,USD
"Lenovo Legion 5 15 Gaming Laptop, 15.6"" FHD IPS 300nits 165Hz Display, AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050Ti,RGB Backlight, Windows 10H, Phantom Blue, 32GB RAM , 1TB PCIe SSD +Tikbot HDMI",https://m.media-amazon.com/images/I/61pLNj+0H6S._AC_UY218_.jpg,3.6,4.0,1359.9,1359.9,1359.9,USD
"Newest Lenovo Legion 5 Gaming Laptop, 17.3"" Full HD Display, AMD Ryzen 5 5600H Processor, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD, Backlit Keyboard, Webcam, Wi-Fi 6, Windows 11 Home, Black",https://m.media-amazon.com/images/I/713N1uQGeRL._AC_UY218_.jpg,4.6,29.0,939.0,939.0,939.0,USD
"Lenovo Legion 5 15IMH05H 81Y6000DUS (Intel i7-10750H 6-Core, 8GB RAM, 512GB SSD, NVIDIA GTX 1660 Ti, 15.6"" Full HD (1920x1080), WiFi, Bluetooth, Webcam, 4xUSB 3.1, 1xHDMI, Win 10 Home) Black Laptop",https://m.media-amazon.com/images/I/71V8-Eyzf1L._AC_UY218_.jpg,4.3,26.0,939.9,939.9,939.9,USD
"Lenovo Legion 5 Gaming Laptop, AMD Ryzen 5 5600H (Beats i7-10750H), 4.2GHz, 17.3"" FHD IPS 144Hz, GeForce RTX 3060(130W), Wi-Fi 6, Webcam, Backlit KB, USB-C, w/HDMI Cable (32GB RAM | 1TB PCIe SSD)",https://m.media-amazon.com/images/I/41n+rd3BRXL._AC_UY218_.jpg,4.8,6.0,1319.9,1319.9,1319.9,USD
"Lenovo Legion 5 15.6-inch FHD 120Hz Gaming Laptop PC, Intel Hexa-Core i7-10750H, Nvidia GTX 1650Ti, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Windows 10 Home 64 bit, Black",https://m.media-amazon.com/images/I/51BBcVqu27L._AC_UY218_.jpg,5.0,8.0,975.0,975.0,975.0,USD
"Razer Blade Stealth 13 Ultrabook Gaming Laptop: Intel Core i7-1165G7 4 Core, NVIDIA GeForce GTX 1650 Ti Max-Q, 13.3"" 1080p 120Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 4",https://m.media-amazon.com/images/I/61pT5w5-IBL._AC_UY218_.jpg,4.3,117.0,1588.01,1588.01,1588.01,USD
"Lenovo IdeaPad Gaming 3 15.6"" 120Hz Gaming Laptop AMD Ryzen 5-5600H 8GB RAM 512GB SSD RTX 3050 Ti 4GB GDDR6 Shadow Black",https://m.media-amazon.com/images/I/71HxVwbYkHL._AC_UY218_.jpg,4.4,38.0,749.99,749.99,749.99,USD
"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 256GB Storage, AMD Radeon Graphics, Windows 11 Home",https://m.media-amazon.com/images/I/71zZiQGzc5L._AC_UY218_.jpg,4.5,651.0,598.11,598.11,598.11,USD
JUYOON 170W 135W Slim Charger for Lenovo Legion 5 5i 5p s7 IdeaPad Gaming 3 3i Laptop ThinkPad P1 P15 P17 G1 G2 G3 G4 adl170sdc3a adp170slc3a adp170scc3a,https://m.media-amazon.com/images/I/611YG1OW7JL._AC_UY218_.jpg,3.0,1.0,95.99,95.99,95.99,USD
"230W AC Adapter Fit for Lenovo Legion 5 Charger,Lenovo Ideapad Legion Y920 Y910 Y900 Y740 Y730 Y7000 Y545 Y540 Thinkpad P73 P53 P72 P52 P71 P51 P70 P50 Yoga A940 4X20E7511",https://m.media-amazon.com/images/I/61lg4CLC9uL._AC_UY218_.jpg,,,52.99,52.99,52.99,USD
"Lenovo IdeaPad Flex 5 2-in-1 Laptop, 14"" Full HD IPS Touch Screen, AMD Ryzen 7 4700U, Webcam, Backlit Keyboard, Fingerprint Reader, USB-C, HDMI, Windows 10 Home, 16GB RAM, 512GB PCIe SSD",https://m.media-amazon.com/images/I/61mKuyDCevL._AC_UY218_.jpg,4.4,240.0,689.0,689.0,689.0,USD
"Lenovo Legion 5 15.6"" Gaming Laptop 120Hz AMD Ryzen 7-4800H 8GB RAM 512GB SSD GTX 1650 4GB - AMD Ryzen 7-4800H Octa-core - 120Hz Refresh Rate - NVIDIA GeForce GTX 1650 4GB GDDR6 - Legion Ultimate",https://m.media-amazon.com/images/I/71MmRJDlubL._AC_UY218_.jpg,4.7,92.0,998.0,998.0,998.0,USD
"Lenovo Legion 5 Pro Gen 6 AMD Gaming Laptop, 16.0"" QHD IPS 165Hz, Ryzen 7 5800H, GeForce RTX 3060 6GB, TGP 130W, Win 10 Home, 32GB RAM | 1TB PCIe SSD,HDMI Cable Bundle",https://m.media-amazon.com/images/I/51AcvnP+Q2S._AC_UY218_.jpg,5.0,2.0,1579.99,1579.99,1579.99,USD
